Date,name,trainer,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10
39_2019-12-30,Selby Floyd,Gina Cartwright,4.0,4.0,1.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,3.0,8.0,6.0,7.0,8.0,4.0,6.0,8.0,7.0,8.0,7.0,1.0,7.0,3.0,7.0,2.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,
39_2019-12-30,Claudio Handrick,Gina Cartwright,4.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,7.0,8.0,6.0,6.0,5.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,5.0,4.0,5.0,7.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,6.0,4.0,4.0,8.0,8.0,,,,,,,,,,,,
39_2019-12-30,Kingston Comsty,Gina Cartwright,2.0,3.0,5.0,4.0,5.0,3.0,2.0,8.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,7.0,1.0,7.0,5.0,7.0,6.0,5.0,8.0,4.0,8.0,8.0,8.0,3.0,5.0,7.0,6.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,5.0,,,,,,,,,,,,
39_2019-12-30,Benedikt Cohani,Gina Cartwright,2.0,1.0,2.0,4.0,1.0,8.0,6.0,1.0,4.0,3.0,1.0,1.0,4.0,6.0,3.0,6.0,3.0,1.0,5.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,6.0,7.0,5.0,8.0,6.0,7.0,3.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
39_2019-12-30,Morgen Lilywhite,Gina Cartwright,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,6.0,8.0,8.0,5.0,4.0,8.0,6.0,7.0,8.0,5.0,6.0,2.0,6.0,5.0,8.0,5.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,
39_2019-12-30,Job Restall,Gina Cartwright,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,6.0,6.0,7.0,6.0,8.0,2.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0,4.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
39_2019-12-30,Wilhelm Jouanet,Gina Cartwright,1.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,6.0,7.0,8.0,6.0,8.0,4.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,3.0,7.0,3.0,4.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,
39_2019-12-30,Malvina Whiteford,Lucy Foster,3.0,2.0,2.0,6.0,3.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,8.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,3.0,4.0,5.0,6.0,6.0,5.0,7.0,7.0,1.0,7.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
39_2019-12-30,Belle Catherall,Lucy Foster,3.0,5.0,4.0,4.0,1.0,1.0,3.0,8.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,4.0,8.0,7.0,6.0,8.0,5.0,8.0,5.0,4.0,4.0,1.0,7.0,4.0,7.0,5.0,6.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0
39_2019-12-30,Ortensia Winscomb,Lucy Foster,2.0,2.0,7.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,6.0,1.0,2.0,4.0,3.0,5.0,3.0,6.0,6.0,8.0,8.0,5.0,7.0,2.0,6.0,8.0,2.0,8.0,6.0,6.0,7.0,5.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Staffard Load,Lucy Foster,3.0,4.0,3.0,2.0,4.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,2.0,2.0,5.0,8.0,5.0,4.0,8.0,8.0,4.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,3.0,8.0,5.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Bowie Endersby,Lucy Foster,4.0,5.0,1.0,2.0,2.0,3.0,3.0,6.0,1.0,4.0,2.0,3.0,3.0,6.0,2.0,4.0,4.0,1.0,6.0,8.0,8.0,5.0,5.0,5.0,3.0,8.0,7.0,2.0,8.0,8.0,7.0,7.0,6.0,4.0,4.0,7.0,8.0,3.0,8.0,7.0,5.0,8.0,8.0,3.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0
39_2019-12-30,Tonye Ambrogio,Lucy Foster,3.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,7.0,8.0,8.0,2.0,4.0,8.0,6.0,5.0,8.0,7.0,8.0,8.0,5.0,5.0,4.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Celina Polley,Lucy Foster,2.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,7.0,3.0,1.0,5.0,2.0,3.0,3.0,8.0,3.0,2.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,4.0,6.0,5.0,8.0,5.0,6.0,4.0,6.0,8.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Muhammad Linn,Lucy Foster,3.0,3.0,2.0,3.0,7.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,8.0,8.0,4.0,5.0,3.0,8.0,6.0,7.0,6.0,3.0,8.0,1.0,2.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,5.0,5.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,1.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0
39_2019-12-30,Farica Harding,Lucy Foster,4.0,4.0,1.0,3.0,1.0,4.0,5.0,4.0,6.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,8.0,7.0,6.0,6.0,5.0,5.0,3.0,8.0,5.0,8.0,6.0,7.0,5.0,8.0,8.0,2.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Marquita Forrington,Lucy Foster,1.0,1.0,4.0,1.0,4.0,1.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,7.0,5.0,3.0,4.0,5.0,8.0,8.0,3.0,6.0,6.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,5.0,8.0,6.0,4.0,2.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Muffin Jandel,Lucy Foster,5.0,4.0,3.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2019-12-30,Nadya Pineaux,Lucy Foster,5.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,6.0,4.0,1.0,1.0,6.0,6.0,2.0,8.0,3.0,8.0,8.0,3.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Dewitt Milborn,Lucy Foster,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2019-12-30,Levy Standage,Lucy Foster,1.0,3.0,8.0,2.0,2.0,5.0,2.0,6.0,4.0,5.0,2.0,7.0,3.0,2.0,3.0,2.0,1.0,3.0,8.0,3.0,8.0,1.0,6.0,4.0,8.0,8.0,1.0,8.0,7.0,6.0,8.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
39_2019-12-30,Silvain Kuhwald,Lucy Foster,4.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,8.0,4.0,3.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Aguie Morrad,Lucy Foster,6.0,2.0,1.0,5.0,6.0,5.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,7.0,8.0,8.0,3.0,4.0,5.0,8.0,5.0,7.0,4.0,4.0,8.0,1.0,6.0,7.0,5.0,8.0,5.0,3.0,6.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
39_2019-12-30,Bertram Esgate,Lucy Foster,2.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,3.0,7.0,1.0,8.0,6.0,5.0,8.0,3.0,6.0,8.0,5.0,3.0,7.0,3.0,7.0,7.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,7.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
39_2019-12-30,Marlon Reside,Lucy Foster,5.0,2.0,1.0,3.0,1.0,6.0,8.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,4.0,6.0,5.0,7.0,4.0,4.0,7.0,6.0,7.0,4.0,4.0,7.0,8.0,6.0,6.0,6.0,2.0,5.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Micheal Di Matteo,Lucy Foster,2.0,3.0,3.0,1.0,3.0,5.0,2.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,8.0,7.0,8.0,8.0,5.0,1.0,6.0,5.0,3.0,7.0,8.0,8.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,3.0,7.0,8.0,8.0,4.0,3.0,8.0,7.0,6.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0
39_2019-12-30,Regina Calver,Lucy Foster,3.0,4.0,2.0,7.0,6.0,1.0,2.0,3.0,6.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,7.0,4.0,4.0,8.0,1.0,7.0,8.0,5.0,6.0,5.0,4.0,8.0,3.0,8.0,5.0,7.0,4.0,8.0,8.0,4.0,8.0,8.0,3.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Jodie Kaygill,Lucy Foster,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,3.0,6.0,8.0,2.0,4.0,8.0,7.0,5.0,5.0,3.0,8.0,4.0,8.0,8.0,5.0,8.0,4.0,6.0,8.0,4.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0
39_2019-12-30,Ingunna Adin,Lucy Foster,3.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,8.0,1.0,4.0,8.0,7.0,6.0,8.0,5.0,4.0,8.0,6.0,8.0,7.0,4.0,8.0,7.0,8.0,3.0,4.0,7.0,7.0,3.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,5.0,6.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Carlos Gerckens,Lucy Foster,1.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,3.0,7.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,8.0,4.0,6.0,3.0,8.0,3.0,8.0,4.0,6.0,6.0,8.0,5.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Sherline Cudihy,Lucy Foster,3.0,4.0,4.0,8.0,1.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,6.0,8.0,6.0,5.0,8.0,2.0,5.0,4.0,8.0,3.0,8.0,5.0,5.0,7.0,5.0,8.0,5.0,2.0,8.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Trudie Kiellor,Lucy Foster,5.0,3.0,5.0,7.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,6.0,5.0,3.0,8.0,4.0,3.0,5.0,6.0,5.0,8.0,4.0,2.0,8.0,2.0,8.0,8.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Edvard Northen,Lucy Foster,3.0,5.0,4.0,3.0,2.0,7.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,7.0,7.0,4.0,8.0,6.0,6.0,6.0,7.0,4.0,2.0,8.0,4.0,8.0,2.0,6.0,8.0,3.0,2.0,8.0,8.0,7.0,8.0,6.0,8.0,3.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Alwin Bullman,Lucy Foster,2.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,2.0,6.0,4.0,5.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,8.0,8.0,3.0,8.0,8.0,3.0,6.0,5.0,8.0,6.0,6.0,8.0,4.0,8.0,3.0,8.0,5.0,5.0,8.0,8.0,8.0,5.0,8.0,4.0,5.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Bob Rogerson,Lucy Foster,2.0,4.0,1.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,8.0,1.0,6.0,3.0,2.0,5.0,4.0,1.0,6.0,5.0,5.0,5.0,5.0,8.0,4.0,3.0,5.0,4.0,5.0,2.0,7.0,6.0,2.0,3.0,8.0,7.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Kerr Coucha,Lucy Foster,3.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,5.0,8.0,4.0,2.0,8.0,8.0,3.0,6.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,6.0,2.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Nancie Mehaffey,Lucy Foster,4.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,8.0,2.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,5.0,4.0,6.0,4.0,7.0,4.0,5.0,8.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Violet Luscombe,Lucy Foster,4.0,7.0,2.0,1.0,4.0,2.0,4.0,5.0,6.0,4.0,3.0,5.0,3.0,8.0,4.0,3.0,4.0,5.0,7.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,4.0,8.0,8.0,7.0,6.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Cora Klausewitz,Lucy Foster,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,6.0,7.0,5.0,8.0,8.0,3.0,7.0,6.0,6.0,8.0,4.0,6.0,7.0,8.0,5.0,5.0,6.0,8.0,6.0,8.0,2.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Scarface Gallihaulk,Lucy Foster,8.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,7.0,3.0,2.0,7.0,1.0,5.0,2.0,3.0,4.0,2.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,3.0,7.0,8.0,4.0,5.0,4.0,7.0,2.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
39_2019-12-30,Anna Lamperti,Lucy Foster,5.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,6.0,7.0,7.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,8.0,4.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
39_2019-12-30,Collin Commins,Lucy Foster,2.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,8.0,8.0,2.0,7.0,7.0,7.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0
39_2019-12-30,Chrissy Bartholin,Lucy Foster,2.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2019-12-30,Baird Reynoollds,Lucy Foster,4.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,8.0,3.0,4.0,8.0,8.0,8.0,8.0,6.0,3.0,3.0,6.0,4.0,6.0,1.0,8.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,4.0,7.0,8.0,1.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Vasili Cartledge,Lucy Foster,3.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,6.0,2.0,1.0,2.0,7.0,8.0,5.0,5.0,3.0,2.0,6.0,4.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Otes Kemster,Gina Cartwright,1.0,3.0,2.0,4.0,6.0,2.0,1.0,1.0,6.0,4.0,3.0,3.0,4.0,8.0,2.0,4.0,7.0,1.0,6.0,4.0,8.0,8.0,6.0,8.0,8.0,5.0,6.0,8.0,3.0,8.0,6.0,7.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Kahaleel Tatem,Gina Cartwright,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,4.0,7.0,3.0,7.0,4.0,6.0,8.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,6.0,8.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Antonetta Rustedge,Gina Cartwright,3.0,3.0,5.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,7.0,1.0,1.0,3.0,4.0,4.0,8.0,5.0,2.0,2.0,4.0,4.0,8.0,7.0,6.0,6.0,8.0,8.0,4.0,6.0,6.0,8.0,5.0,6.0,8.0,5.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Anestassia Gadman,Gina Cartwright,7.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,5.0,2.0,1.0,5.0,4.0,3.0,7.0,7.0,6.0,1.0,5.0,7.0,8.0,8.0,8.0,3.0,7.0,4.0,7.0,2.0,7.0,3.0,3.0,5.0,8.0,7.0,7.0,8.0,4.0,8.0,6.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0
39_2019-12-30,Babara Veazey,Gina Cartwright,6.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2019-12-30,Candie Senner,Gina Cartwright,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2019-12-30,Sydelle Russo,Gina Cartwright,1.0,4.0,5.0,5.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,6.0,6.0,3.0,2.0,2.0,3.0,2.0,8.0,8.0,3.0,5.0,8.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,8.0,7.0,3.0,4.0,6.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,8.0,8.0,4.0,8.0,5.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Warner Harse,Gina Cartwright,3.0,4.0,3.0,1.0,6.0,6.0,1.0,1.0,5.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,3.0,8.0,5.0,5.0,5.0,3.0,5.0,5.0,8.0,5.0,5.0,7.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
39_2019-12-30,Tabbatha Kullmann,Gina Cartwright,1.0,7.0,4.0,5.0,2.0,4.0,4.0,6.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,8.0,5.0,6.0,8.0,6.0,6.0,8.0,2.0,3.0,3.0,7.0,3.0,8.0,8.0,8.0,6.0,8.0,5.0,6.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
